TMEV_pilot_CD45|14,2
TMEV_pilot_CD45|15,2
TMEV_pilot_CD45|56,2
TMEV_pilot_CD45|57,2
TMEV_pilot_CD45|86,2
TMEV_pilot_CD45|100,2
TMEV_pilot_CD45|101,2
TMEV_pilot_CD45|114,2
TMEV_pilot_CD45|115,2
TMEV_pilot_CD45|127,2
TMEV_pilot_CD45|129,2
TMEV_pilot_CD45|175,2
TMEV_pilot_CD45|176,2
TMEV_pilot_CD45|177,2
TMEV_pilot_CD45|178,2
TMEV_pilot_CD45|230,2
TMEV_pilot_CD45|244,2
TMEV_pilot_CD45|284,2
TMEV_pilot_CD45|323,2
TMEV_pilot_CD45|324,2
TMEV_pilot_CD45|325,2
TMEV_pilot_CD45|326,2
TMEV_pilot_CD45|356,2
TMEV_pilot_CD45|370,2
TMEV_pilot_CD45|423,2
TMEV_pilot_CD45|424,2
TMEV_pilot_CD45|434,2
TMEV_pilot_CD45|435,2
TMEV_pilot_CD45|436,2
TMEV_pilot_CD45|497,2
TMEV_pilot_CD45|528,2
TMEV_pilot_CD45|529,2
TMEV_pilot_CD45|530,2
TMEV_pilot_CD45|531,2
TMEV_pilot_CD45|532,2
TMEV_pilot_CD45|533,2
TMEV_pilot_CD45|534,2
TMEV_pilot_CD45|535,2
TMEV_pilot_CD45|614,2
TMEV_pilot_CD45|695,2
TMEV_pilot_CD45|696,2
TMEV_pilot_CD45|715,2
TMEV_pilot_CD45|716,2
TMEV_pilot_CD45|724,2
TMEV_pilot_CD45|725,2
TMEV_pilot_CD45|726,2
TMEV_pilot_CD45|727,2
TMEV_pilot_CD45|728,2
TMEV_pilot_CD45|729,2
TMEV_pilot_CD45|747,2
TMEV_pilot_CD45|805,2
TMEV_pilot_CD45|806,2
TMEV_pilot_CD45|807,2
TMEV_pilot_CD45|808,2
TMEV_pilot_CD45|809,2
TMEV_pilot_CD45|815,2
TMEV_pilot_CD45|816,2
TMEV_pilot_CD45|817,2
TMEV_pilot_CD45|818,2
TMEV_pilot_CD45|819,2
TMEV_pilot_CD45|820,2
TMEV_pilot_CD45|821,2
TMEV_pilot_CD45|822,2
TMEV_pilot_CD45|823,2
TMEV_pilot_CD45|824,2
TMEV_pilot_CD45|833,2
TMEV_pilot_CD45|850,2
TMEV_pilot_CD45|851,2
TMEV_pilot_CD45|881,2
TMEV_pilot_CD45|882,2
TMEV_pilot_CD45|915,2
TMEV_pilot_CD45|936,2
TMEV_pilot_CD45|1003,2
TMEV_pilot_CD45|1038,2
TMEV_pilot_CD45|1039,2
TMEV_pilot_CD45|1059,2
TMEV_pilot_CD45|1060,2
TMEV_pilot_CD45|1110,2
TMEV_pilot_CD45|1113,2
TMEV_pilot_CD4/CD8|105,2
TMEV_pilot_CD4/CD8|119,2
TMEV_pilot_CD4/CD8|164,2
TMEV_pilot_CD4/CD8|195,2
TMEV_pilot_CD4/CD8|219,2
TMEV_pilot_CD4/CD8|220,2
TMEV_pilot_CD4/CD8|222,2
TMEV_pilot_CD4/CD8|279,2
TMEV_pilot_CD4/CD8|280,2
TMEV_pilot_CD4/CD8|281,2
TMEV_pilot_CD4/CD8|282,2
TMEV_pilot_CD4/CD8|316,2
TMEV_pilot_CD4/CD8|404,2
TMEV_pilot_CD4/CD8|442,2
TMEV_pilot_CD4/CD8|507,2
TMEV_pilot_CD4/CD8|508,2
TMEV_pilot_CD4/CD8|547,2
TMEV_pilot_CD4/CD8|569,2
TMEV_pilot_CD4/CD8|570,2
TMEV_pilot_CD4/CD8|598,2
TMEV_pilot_CD4/CD8|646,2
TMEV_pilot_CD4/CD8|647,2
TMEV_pilot_CD4/CD8|658,2
TMEV_pilot_CD4/CD8|659,2
TMEV_pilot_CD4/CD8|660,2
TMEV_pilot_CD4/CD8|726,2
TMEV_pilot_CD4/CD8|747,2
TMEV_pilot_CD4/CD8|778,2
TMEV_pilot_CD4/CD8|779,2
TMEV_pilot_CD4/CD8|780,2
TMEV_pilot_CD4/CD8|781,2
TMEV_pilot_CD4/CD8|782,2
TMEV_pilot_CD4/CD8|783,2
TMEV_pilot_CD4/CD8|784,2
TMEV_pilot_CD4/CD8|785,2
TMEV_pilot_CD4/CD8|786,2
TMEV_pilot_CD4/CD8|787,2
TMEV_pilot_CD4/CD8|788,2
TMEV_pilot_CD4/CD8|789,2
TMEV_pilot_CD4/CD8|825,2
